text,id,pubdate
"I was a bit skeptical about buying it on Amazon. But happy to say..No regrets at all on this purchase. Works exactly as advertised. Absolutely no issues at all. Great battery life, nice photos. While the other variants of the latest iPhone have oled screen, this one has an lcd screen. But I don't think it is making a difference to me. The screen quality is excellent. Overall very satisfied with this purchase.",2617641010,18537
First time iOS user. Shifted from android to iOS finally,2617608745,18537
Reviewing the device after a months of usage.,2617605646,18537
Battery life 5 hour and heating too much...Amazon se na kharide phone Sayed discount ke Naam pe refurbished phone dete hain....iPhone me heating problem samanya nahi hain....mera phone change kardo amazonwale,2617586865,18537
"Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging.",2617575611,18537
There's no fingerprint sensor as its Iphone X series..face lock works good even in dark. Display is good fully visible in outdoors. Nice battery backup. Dual sim makes it awsome i.e one E Sim and normal one. May pay nominal fee for esim to operator. Currently only Jio and Airtel support esim..so please consider that.,2617574058,18537
I received this product with slight scratch on the camera edges. It can be easily noticeable and,2617561319,18537
My 1st iPhone. I liked it. Only difficulty I find is I didn’t get much variety Of cases and cover for this model. You have to use for hands to handle this phone because of its size and skin. I purchased it in sell at Rs 46k in Nov 19. I prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,2617493950,18537
I had purchased the Mobile for Gift to My Son. When I started it on 23rd Oct I found that the some of the functions of the Mobile are not working. To my disapointment I could not return as it was not showing the option. The return period was valid but could not return.,2617482931,18537
I bought a Product Red iPhone XR in the Great Indian Amazon sale in exchange for my 3 year old iPhone 7. I got the 128 GB version for ₹ 40k.,2617465725,18537
Best value for money apple device right now got this iphone xr for 38k steal price totally worth it i am not an apple fanboy i use my oneplus 7 along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost 3hr to complete the charge and display is also good but flat/accurate colours but i like the saturated one of my 1+ 7 but the quality is very nice closer to 1080 full hd panel for so under 45k is the best apple device you can get but if display is your main priority than oneplus 7t is a better overall device along with fast charging in this price range,2617463539,18537
I checked the IMEI with Apple once i got the phone and it is genuine,2617393493,18537
"Hi, i have purchased this phone on 27th sep,  as i am prime member so i got this product on 30th sep.  I have created apple i. D pass word..  Since morning the very next day of product received..  Today is 1st oct 2019.. In a single day..  Even not completing 24 hours..  It is getting hang..  And it took time to almost 4 hours to unlock my device..  Even though i was not able to unlock my screen",2617302529,18537
I have been using this Phone for about 5 months. I had used 5s and 6s plus. This phone is definitely a Big Big upgrade from former models. It’s brilliant in every possible way. The two main concerns which I had earlier with iPhones were battery life and secondary SIM card. I’m happy that finally Apple heard us and released this beast. You might wonder about thick bezels and LCD display on this phone. I bet you don’t notice them at all when you get along with this phone. No wonder why XR is the best selling smartphone worldwide. Battery life is excellent. Enough of reviews. Just go for it. You won’t regret at any point of time!,2617248405,18537
"A superb smartphone at this price range, bought k20 pro a few days back but wanted to get an iPhone, got it on the early prime member sale at an amazing price, everything is perfect, except for the camera which shows a yellowish pictures everytime rest of all battery, screen performance is what I needed the most and this didn’t let me down. Thanks amazon and apple for timely delivery and a best product",2617137184,18537
 Everything is awesome except battery.,2617063103,18537
This does not seem to be a genuine product. My phone goes completely silent many times and i have to restart it. The seller is not genuine. Better go for other sellers or offline.,2617049779,18537
"Really super experience,simply best quality,since 10 eyrs I used android and now feeling ios and iPhone quality,before I used Samsung S9plus which bought for 65k now it’s awailable for 28k means 25k worth product they sold for 65k.So my final  openion is shift to ios and iphone xr is value for money.",2617041969,18537
Best battery life amongst current iPhones...lightning fast with the most current A12 processor...specs are almost at par with the iPhone XS/XS Max...except for the camera and display. All in all...excellent price/value equation.,2617027762,18537
I purchase in amazon festive sale at 40000 which is great but if one buy under 50000 at that price also it is amazing,2616999119,18537
I'm regular Amazon buyer for many years now.Got my first iPhone xr delivered on 7/10/2019.But sorry to inform it stopped working from 21/10/2019.Amazon delivered Apple phone which is a most trusted brand in world.Dont know whose fault it is.I contacted Apple authorised service centre ie. Icare  who has d mobile to Bangalore.And now I'm waiting for their reply.My trust on Amazon is affected,2616975975,18537
Product is good what we bought from Apple store but what Amazon delivered is not good  I suspect this not good quality product Amazon delivered during sale  with in a month one day this iPhone abruptly went off ND I was not able to on it again,2616874771,18537
"Very beautiful phone...very long battery life, superb camera quality...thanks a lot Amazon for such great discount during prime day sale n for making it affordable ...very happy with my purchase😊😊😊",2616833533,18537
The phone is a little big and handling it single handed might be a problem but size matters ! The display and the face recognition is awesome,2616802981,18537
"Still now doing great . iPhone XR is a great phone , upgraded from iPhone 8+ , n i am totally satisfied. Yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour.",2616750718,18537
Good battery backup so far. Little bit heavy compared to my previous version. Face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don’t wanna do it,2616724065,18537
Well I’m writing this review after 3months of usage.,2616644377,18537
"Writing this review after 1 week of usage. Purchased the 128 GB version during the freedom sale for 57k. I was confused between One plus 7 Pro, IPhone XS and the XR and I must admit that it turned out to be a good decision. Its a classy product and feels premium in hand compared to other devices in this price range. The features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer. The screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube. Battery life is excellent, camera is very good and the phone is waterproof. Performance is excellent with A12 Bionic processor.",2616614116,18537
"I used to be an apple hater but no other phone ever matches the gaming optimisation of the iPhone XR/XS/XS Max. These devices with the A12 bionic chip just beat any other android devices in graphics rendering performance without a doubt. People have been complaining about the display that is basically 828p but trust me, you won’t even notice the difference between a proper 1080p screen and this one. In fact this screen looks better than most of the 1080p mobile phone screens (thanks to the liquid retina display technology it uses). The camera is amazing in all aspects and one of the best out there in the smartphone market but it can’t click portraits without detecting a human face (P.S. you can download an app named halide at the appstore to click non human portraits).",2616585232,18537
After 2 weeks of usages I am giving my review:,2616580673,18537
Very good phone but can be priced better as this can be considered as low in value for money otherwise,2616536444,18537
Best budget phone from Apple with better image stabilisation similar to iPhone XS. Battery life is extremely competitive with one plus battery's lifetime.,2616476141,18537
One of the best iPhone ever. Features are fabulous and battery life is excellent. On an average it lasts up to 10 hrs if you are an extensive phone user. This includes data usage and voice calling.  Bit heavy I comparison to other iPhones or android phones but might be that’s the trick it’s good on battery life. I’ll give 10/10,2616370028,18537
"The camera quality is not as good as I excepted it to be. It forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen. Battery life is superb, goes more than 36 hours with normal usage until it hits the 20% low. Face recognition is perfect.",2616351262,18537
"Everything else is quite well except battery consumption which does not lie with the promised service that is upto 25 hrs of talktime (wireless) and upto 16 hrs of video streaming (wireless), at all.",2616347933,18537
"Hi, The device is good as it has everything what people look for in this price segment, i have used both i11 and XR , 11 is best because it has new processor rest XR is also a good option.",2616345306,18537
"I have received this product  on 1 Jul 2019, Since then i am experiencing difficulty with wi-fi Connections (taking some time to connect, not connecting spontaneously, not detecting other Wi-fi connections). Face ID not working properly (taking time to detect).  I was thinking Amazon sold the one of the damaged product. Very  bad experience with such a costly mobile ordered in Amazone",2616247649,18537
"Got.the product today, heating up very fast , and also not connecting to Android and other equipment. Not performing when trying to upload to cloud, etc. Connectivity issues.  Amazon says no refund , am in the.process of cancelling other buy orders.",2616198061,18537
"Was using X 64gb from last 2 yrs, apart from OLED display things are pretty much the same",2615971949,18537
Awesome...,2615968620,18537
"iPhone XR is brilliant perfect value for money phone giving all the specs of latest iPhone in a reasonable price. Packs the same display, screen & pixel density as iPhone 11 only difference being camera upgrade & A 13 bionic processor rest almost everything is same. Excellent battery life, display in iPhone XR. The White Colour looks simple, sober & classy unlike dull creamy white in XS or XS Max last year. All in all a very good phone & thoroughly satisfied with it.",2615958595,18537
This phone really feature-rich.,2615949717,18537
Terrific Purchase. Initially there was a heating issue while updating software but it has gone now and working excellent.,2615873938,18537
"Coming from iphone 8, i really didn't need this upgrade..but believe it or not..i am flattered..got a stellar deal of 40k for 128GB..camera is good from iphone 8..overall still it can't beat my other beast Samsung Galaxy S10 plus..but here is the cliche..an iphone is an iphone.",2615832771,18537
I was worried that it will be little oversized with 6.1 inch but fits well . Battery backup is good one full charge keeps it running for 1.5 days . Not tested camera yet . Got it in very good deal at 46k . Blue colour looks good.,2615826465,18537
"Third class screen and resolution, Very poor outdoor visiblity, network issue with dual sim, wifi drop/speed issue, slow data/ltr issue...slow charger included which takes ages for full charge...",2615658723,18537
I am writing review after two months of usage.,2615643368,18537
Great battery life. We're getting a battery life of almost upto 2 days now.,2615576658,18537
"I was skeptical at first. Some people mentioned that they received fake of defective products. In my case, the product is genuine. I checked it’s serial number on Apple website too. There is no difference in performance compared to people who bought from stores.",2615550604,18537
What do I say about it. Night vision of camera is not at all good. Battery literally gets drain if we use mobile data for longer time. Yes but I have to admit if we do not use mobile data or wifi battery life is longer. Face recognition is not as fast as I was thinking compare to other brands with same features. But I loved my iPhone regardless of all this little issues.,2615441048,18537
"All the performance is good with all working features. and the main point was the battery backup of the phone it will minimun 1 and 1/2 day and another amazing think is i got no heating in this phone while i playing games like pubg mobile,cwc2 etc.Also a measure think is there is no comparison of ios with android. IOS is best in his performance.",2615415125,18537
"Overall its a good product, battery backup is little bit good compared to other iphone models.., Camera is Okay but i have seen mostly noise in the photos.Sound quality is as usual awesome, and I didn’t tried underwater test but tried splash test, it’s  up to the mark upon splash proof....I am using it since last 3 months I didn’t face any problem...Go 4 It👍🏻",2615329362,18537
Switched to iPhone XR from MI A2,2623769760,18538
Amazon people are least bothered after giving a defective product.Such a costly product and i wonder how they can give such a defective Apple product and the customer has to run around with that.Amazon will ask to contact Apple support center and submit it there. and if you contact Apple customer care they will ask to contact Amazon. it just goes around like that.After submitting to Apple now amazon people are relectuent to take it back... its been 5 days without any solution...Please don't buy iphones from Amazon...Worst experience...,2623720815,18538
Its been one week since i bought it. I am completely satisfied with the product. Screen is quite big. Only and only problem is with the Charger. It takes 3 hours to charge the phone to 100%. Otherwise everything else is worth the price we are paying.,2623624555,18538
I bought this iPhone XR in the Great Indian Sale from Amazon. Product was perfectly delivered and on time. Buying from amazon is safe and you get genuine products always.,2623618081,18538
Guys i wud suggest u all to not buy the phone from the site as the one I have received is nt in its best condition..it’s sensor is nt working properly n it hangs too at times n I have just received the phone just 15 days back,2623523687,18538
I had never used an Iphone before and I was always sceptical about going for an IOS from android but after using this phone all I can say is IOS is on par with android.,2623520271,18538
It is my red beast.... My first iPhone experience with iPhone xr is very smooth and awesome... I got is at only 38K many many thanks to amazon for this. Battery performance is good... with normal usage it gives around 24hrs backup while with heavy usage 12-13 hrs backup u can definitely get. But charging adapter  in the box is very pathetic. I just ordered an 12W fast charger at 1K from amazon. It is a smart choice to get iPhone Xr at 40K over iPhone 11 at 59 K (Including HDFC bank offer). With your saved money u can buy different apple accessories. Overall my first iPhone experience is awesome.,2623433477,18538
This is my first iOS,2623365709,18538
"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",2623316503,18538
"got this for a superb deal, in fact way cheaper than mu prev 7plus which i got back in late 2016. Face ID works like a charm and the display seems great for normal usage.",2623189633,18538
"After 5 days of use,Love the IPhone XR Red ,Premium Top Class Phone,Got it For 38 k...Worth it...Camera Is Classy and Superb...With depth Control feature....Very Smooth...Display is good...Bit Battery is little low but compared with other iPhone it is good....Battery Standby is 10 hr when onscreen time is 8h 30m with always Data on with usage of FB ,YouTube and other apps. Face Unlock is so quick..Over all love to have this IPhone XR...Upgraded from IPhone SE to XR...So Battery is very much better for me...🥳🙏🏻",2623129999,18538
"This is my first apple product purchase, prior my mentality regarding the apple product was like a no Value for money company, but once I started using this phone the premium fell and the Sooth buttery flow type interface is way better than android. Happy to use this phone.",2623074814,18538
"Great phone. Not a gamer so don’t care about the hardware stuff. Not a pro photographer so any pictures I shoot are epic for me. Not a loud person, so speakers on low volume for me work just perfectly. Battery life should be great like most apple phones do. Display is soft to my eyes so I like that. Apple interface is the best, so nothing much to say about there.",2623028756,18538
Used for a day as of now. Awesome phone. Snappy and fluid in use. battery backup is pretty good (around 8 hours of screen-on time) with continouse data-on (youtube 1.5 hrs). Using 18W adapter which charges it fast. Brought 3.5mm jack connector to lightening separately. Rest all good. Will review after few more days. Thanks.,2622963809,18538
"I don't like the  features of iPhone XR after paying huge amount. It's battery is drained very fast . Side buttons are not comfortable while holding on hands, it pressed automatically without knowing . One-Two times it has automatically dialed the number when it was in my pocket. I think old version of iphones are  much better than this phone. I wants to return this phone but don't find any option in Amazon. Anyone please suggest how I can return it. I bought it 28 days before.",2622913578,18538
There is no fingerprint reader on this phone as its replaced by face recognition which works fine. User interface is same as my earlier iPhone which is excellent. Coming to battery life...it is simply amazing.,2622887964,18538
"Second time I shifted to Apple . But this time it was from One Plus 5T . Speed wise, battery wise, photo and video quality wise , fast charging , everything One Plus was better .  XR hangs also sometimes while receiving calls . But it was never the case with One plus .",2622804946,18538
"I received in original iPhone sealed package.  For its price, its best possible iPhone in market. Look and feel is great. Very fast responsive while using. Camera quality is 5-Star, Portrait pics are crisp clear. Watched some 4k and HDR videos on this iPhone, stunningly beautiful with tru color and deep contrast on this display. Its Amazing iphone, Thanks Amazon.",2622750907,18538
This item is faulty. Make a sure first .,2622724123,18538
Using this phone since last 20 days...first time iOS user...spending this much money not worth i have purchased @ 43000.00.purchased it because i have not used apple before...those who r buying it just because of Apple logo..pl don't go..those who r enthusiastic for technology must go for it...i m a simple user not very technical not very camera oriented...a simple redmi user..i m not saying phone is bad but doe those who don't have much usage with regards to its unique features should avoid this...,2622704287,18538
Amazing,2622678049,18538
"What is the main purpose of the Phone? To make and receive calls, right. This phone has a defective microphone so call quality is damn poor. You have to speak very close to the microphone for the other person to hear you. All other feature works quite well. As for photos, even Poco F1 takes better pictures. Applez just a brand as was Nokia and Blackberry once.",2622655150,18538
After using one month best camera and battery backup.,2622618586,18538
I browsed a lot about this phone all were saying it has a LCD display and which is older.,2622572482,18538
"Serious problem with the lower mic, after spending all that money in this faulty crap just after two months you finally feel that you are the biggest C* in India who is buying an iPhone. Fragile product, connectivity issue, software issue & restrictions  all the type of minor issues have been build up causing a serious issue. Think before you waste ya hard earned money. Apple products are degrading their quality to keep their stocks and shares up.",2622547309,18538
Good deal and worth buying for iPhone customers non iPhone user please don't buy as you will not find worthy but as a premium product its very good and feels better in hand superb quality,2622462109,18538
Bought it In white 64gb variant...looks are premium and has a large screen...being an lcd screen it far much better than other phones in competition...u get about 56gb of usable storage which is quite ok for a minimal user...performance is amazing and camera quality is average...must buy if you are looking for a budget iphone specially on offers,2622398934,18538
Well Apple products deliver quality and apple I phone xr is just another fine product I bought few days back which is their lowest model in iPhone x series. Well for the specs and lcd screen I really feel it's over priced that's reason it gets one star less.,2622396967,18538
"Happy with the phone, initially I was scared to buy as it is expensive, and reviews were making me go on doubt, but the product came in a good condition,phone is superb. Thank you amazon for fast reliable service",2622320797,18538
"I am giving this review after few months of use of this phone. Apple never disappoints you. As i have shifted from Google phone to Apple, was bit difficult to shift from android to ios but now i am used to it. So many hidden features which u can find it out from you tube. Camera is awesome. I also learned some extra tips for photography from youtube and it is awesome. The speed of the phone never disappoints you after loading full 64gb data into the phone. Overall phone is awesome.",2622285817,18538
It’s as good as buying from the store. The plastic cover which covers the box had a cut and small piece missing . Due to bad handling may be . That was disappointing to see. But then again the box was all sealed and it’s ok . Nothing to complain,2622230296,18538
I was more satisfied with my one plus 6T than this. Picture customization is not better than that phone. Without comparison it's ok. Battery life is good than other iPhones and the app size in store is very less compared to play store so even with 64 gb it's good.,2622192321,18538
This product is not adequate in terms of its quality & performance. It’s screen creates problems in eyes i.e. not comfortable for eyes. Very very bad product. Totally disappointing. Very very bad item delivered by Amazon. Heat problem is there with my iPhone XR. Amazon Sells fake iPhones. Not satisfied at all. This iPhone has also hanging problem.,2622144906,18538
I like the XR. This review is more for people who have yet to graduate to buying mobiles etc online. This was my first time. I had heard all sorts of stuff. But Amazon THANK YOU! Delivered in a tamper proof packing! With the assurance of a ten day window to return. The phone is working just fine!,2622095493,18538
"The accessories and the packing not at all good. I have used apple products, earlier packing and accessories are very good quality. Seems apple degraded the quality may be they have ordered from China. Not matching the standard of apple.",2622035985,18538
Very bad experience in this iPhone XR. There are so many issues in this phone like when I click on airdrop icon then phone freezes and I have to force restart to get it working.,2621997527,18538
"Quality at its best . You buy it and if you want QUALITY, with best user friendly interface and camera . List goes on . Its the best . That’s why u are here . Don’t think again and again . Click buy . You wont regret and yes u want it. 😉👍🏻",2621968426,18538
"Excellent choice from iPhone family , only sad they drop the price around 10k 2 months after my purchase. I missed the chance, lucky new customers.",2621656108,18537
I used it for 1 month.,2621586871,18537
I am very happy to this i phone xr mobile. Very good and very comfortable mobile for good battery health goood camera and good Processor proformence. No any mobile Completed to i phone . Very good privacy and ezy to use u must by,2621535382,18537
This is my first iPhone. Though it’s too early to give any review about the phone  as I bought it recently but  till now I’m very impressed with iPhone XR. Go for it.,2621527769,18537
"Well, it has been more than 2 months now and the phone has been getting compliments. It's the first iPhone that I've bought and I should say that the money you're paying for the phone is mostly for the brand image.",2621496587,18537
"Can't believe I got this phone for Rs 36,000",2621357483,18537
I have bought it around a month back. Used it and then writing a review.,2621357456,18537
3D camera not working .. cannot setup faceid .. always displaying Face ID not available error neither front camera portrait working .. please help don’t have a clue where to go for help,2621329140,18537
The most positive aspect of XR is battery life in my usage of 6 months. Downside is weight especially if you are upgrading from iPhone 6 or 7. Quite heavy due to big battery. Make sure you upgrade to iOS 13 and use the feature to optimise battery charging for longevity of battery,2621325697,18537
"I upgraded from iPhone 6 which I had used for 2.5 years. For me iPhone XR seems super smooth with amazing speed. I am still getting used to the absence of Home button. Using the regular charger, the phone takes nearly 2 hours to fully charge but charge lasts for more than 1 day for my regular usage. Phone is slippery - so I have added a Spigen case as well. On the whole a good iphone.",2621308996,18537
"Amazing product, fell in love with IPhone.In short I can tell this product is dam equal to premium 48-64 mega pixel camera phones in market,even bit more.I got it for all time low price 38000/-",2621301682,18537
"Flawless product, really good product thanks Amazon received the perfect without any default or any. Mobile performance is awesome as I have upgraded from iPhone 6s to Xr feeling great and enjoying the new features face unlock and others. Face unlocking is very fast and quick compare to other android phone 5 ⭐️ from my side👍👍👌",2621278782,18537
The product was intact. Great packaging. The phone feels amazing. It’s my first time using an iPhone and I really think the XR is worth it if you want an iPhone that doesn’t burn a deep hole in your pocket.,2621261318,18537
It’s my first iPhone and I am totally happy with it. One thing that iPhone XR is having a best battery backup. And I love the performance. I was having a Redmi Note 4 device previously. It was having a 4 GB ram but it’s performance was not up to the mark. I am surprised how iPhone is handling this kind of performance in only 3 GB of RAM 🤔,2621249005,18537
Not happy with battery life. Rest everything Is fine.,2621149966,18537
Just loving the XR and is super value for money. Camera quality is really good and screen size is just perfect for watching videos and doesn’t look bulky at all. Only downside is that the Apple logo at the back on the black colour isn’t visible to the naked eye so prominently. Best iPhone after the 6s model.,2621093710,18537
"Not bulky, not big, this is a perfect sized iPhone. Display is crisp and clear. Smart hdr photos are great. It was a steal deal for me at Rs. 37999 during special sale. Delivered within 22 hours of ordering.",2621083748,18537
"Got it for ₹37,999 and at this price it is the best phone. Though a little bulky and heavy but it’s fine.",2620926962,18537
"Camera quality, battery life both are best features of the phone. No fingerprint sensors are drawbacks. Little bit heavy than OnePlus 5T. Never used LCD screen feeling odd for a while but it's worth for money. Built is very strong. iPhone comes with some unnecessary apps I will delete it later.",2620873239,18537
Excellent camera and phone build. There is no finger print reader in this but Face ID is ur answer for all this. Works great and secure. Battery is super better when compared to older iPhones and lasts more then 24 hrs with calls music Bluetooth devices connected and browsing and social media. Pretty satisfied so far.,2620855849,18537
"Overall Iphone XR is far better than X and other predecessors. Processor is way fast than others, build quality is awesome ,face recognition is too quick and the feel which you get by holding it is superlike. One suggestion to Apple that they must include fingerprint sensors too for more effective security.",2620841744,18537
Bought it for 49999 on sale and it's totally worth it. I'm using iPhone for 1st time and totally in love with it. As iPhone is famous for its camera quality and it's true. Only problem is that it doesn't have the fingerprint lock.,2620819047,18537
I’ve been using this phone since a week now and i must say its totally worth the money! Just go for it!,2620708702,18537
"Device was heating too much after just a little bit of graphic works on that. Camera was too bad , front camera is no where matching the quality of IOS. I was totally disappointed with that device , I think they sold me the defective peice in the name of sale on your platform. This kind of professionalism is not good . I believe too much on Amazon but later on that I am not giving any bulk amount of order on this e commerce platform. Sorry for the comments if it hurts anyone.",2620668457,18537
I bought 2 iPhone XR both are awesome. Can’t really say much the phone itself makes a statement.,2620667852,18537
"I just loved it and I think the only thing that is lagging in this product which is the oled screen is not an issue at all , the quality of the lcd is way too good and as long as you are not too obsessed with every feature to be the latest and best , go for it , plus now they are offering at a way better price , definitely worth it",2620636821,18537
"Camera quality is good. 4/5 stars. Rear camera at night is awesome. It gives the effect of DSLR. Front camera is of average quality, grains when taken photo. But apple camera gives the natural effect to your photos!",2620609531,18537
It’s been about a month using the IPhone XR. Was too enthusiastic about buying this phone.,2620599564,18537
"Front camera deteriorating everyday. Front camera quality is supper flop, even worst den any minimum range android phone. Rear camera is also not at per. Face detector not so good. No finger print available hence facing problems most of the time. Overall Apple releases a bad number with this variant.",2620564958,18537
Got this for 38k and received within 2 day of placing order ....Apple FACE ID is the most secure way of unlocking your phone which you wouldn't get on an another phone...camera is also top notch and is the same camera which iphone XS has got  but without the 2nd  telephoto/wide angle lens....overall quite happy with the iphone xr.,2620542567,18537
I upgraded from my iPhone 7 to XR and I’m really happy with the performance looks and all the new features. Battery life is awesome and face recognition works perfectly even in dark. Total value for money and it goes without saying as it is an Apple product.,2620508553,18537
"I’m so happy to say, it’s an authentic/genuine Apple Product. Will definitely buy again. Amazon actually gives you better discounts than Resellers.",2620474505,18537
"Received it yesterday, transferring data from my 7 plus took a couple of hours( maybe because of net issues) but everything on my old phone came on this XR. The camera is truly amazing. Go for it.",2620454938,18537
"Excellent device.Value for money. I already have iPhone 11 . I bought this for my friend there is not a single difference when compared to iPhone 11. Phone display,performance,everything same as iPhone 11. I’m pretty much satisfied.",2620452691,18537
"Liked display, camera quality, response etc. battery life is not great compared to 5000 mih Android phone. 18 hours from full charge.",2620399302,18537
It’s price dropped to 39000+discounts within 20 days I purchased at 52000. It seemed to be cheated. A huge -ve impact for further purchases. Site as well as apple have to manage all things regarding it otherwise both will lose their credibility. No doubt product is good but these huge fluctuations in price ruined whole prospects of the product,2620278861,18537
Has every thing you might be looking in an iPhone except the oled screen camera is as good as iPhone Xs with few limitations. If display is not a big concern for you you can't get a better phone than this at this price range.,2620269117,18537
Amazing camera in bright light. Average to poor performance in medium and low light conditions. Great battery. Privacy protection is an understated advantage.,2620263378,18537
"The iPhone XR delivers fast performance, great cameras and longer battery life than other flagship phones, all in a colorful and affordable package.",2620259131,18537
"Everything is well checked and warranty looks legitimate. Absolutely genuine product without any doubt. Bought yellow colour, feels mango in my hand. Getting a worthy case is real challenge though.",2620249729,18537
"After Using IPhone 6s & OnePlus 6, IPhone XR 128gb is juz awesome in face recognition battery life & user interface, Compared to IPhone 11 lesser in cost  both are in same size & same 4G !",2620245030,18537
Such a good iphone for such a great price.,2620239889,18537
"Its just a phone with good features, if switching from android you will love using its interface, a pure secure platform and flawless running experience.",2620154039,18537
"Excellent product, 100% original! I bought iPhone XR 128gb in the month of October, I was double minded to buy this product as all know online products will never reach us perfectly. But my assumption failed with this product.",2620149268,18537
in one word I forgot android.. lovely phone,2620103151,18537
"This phone is a beast. Man,the phones touch response is just awesome and iOS is so buttery smooth.",2620087810,18537
" This is my first apple device in terms of phone. The phone is totally worth it (every penny).  The colour, camera, design, sound quality everything is just way beyond perfection.",2620080696,18537
Got It for 38k. Ditched One plus 7T for this and I am very happy with this decision and ya screen is great but you will feel difference if you are coming from 1440p display else it is great.,2620020798,18537
"Great phone camera is good ,battery is good , but it take too much time to charge , company #APPLE need to give fast charger in box. And one more thing the weight of iphone xr is little bit more than other android phone.  Other wise phone is great.......gaming performance is great😘",2620019350,18537
" Just want to say GO FOR IT! I got it for 39,999 in the Amazon Great Indian festival and let me tell you, it arrived within 24 hours. Even though iPhone 11 is here, it has the same exact screen and almost the same features except the camera. If you are a die hard camera fan, then go for iPhone 11. But this works for me :)",2620007200,18537
Don't buy iPhone on amazon,2619974932,18537
The phone which a person need this is one for them. Really loved it everything in this price range bybapple it is very good product. But i m not satisfied with its display. Display quality and clearity is very poor 720p video play is not good so blurry,2619956575,18537
THANKS TO AMAZON GOT DEFECTIVE PRODUCT AT FIRST FOUND SCRATCHES AND DAMAGE BUT AMAZON ALWAYS THERE TO HELP YOU GOT REPLACED QUICKLY WITHIN FEW DAYS AND GOT A BRAND NEW PRODUCT LIKE TO THANK YOU AMAZON AND SELLER ALSO DARSHITA ELECTRONICS IF YOU ARE THINKING TO BUY IPHONE GO FOR DARSHITA❤️,2619951562,18537
"camera quality is just awesome and battery backup is soo great that give you a whole day use, smooth interface,in many reviews they said display is of LCD, but when i got my device, then i Relies even that iphone have LCD display but it is great viewing display, I have no regrets to buy that iphone XR. Go for it guys.",2619939882,18537
Nothing to say about iPhone it’s always the best phone. But this time i have to thank Amazon for bringing the cost down and affordable during great indian sale which says IRRESISTIBLE DEAL which really is a irresistible deal,2619918010,18537
"iPhone XR is Good and I am yet to use all features of the phone, I had used iPhone 5, 6s. Lots new features available .",2619871285,18537
It’s a great phone. Cut some stars as the camera developed a problem after only 6 weeks. But Apple has fixed it. But it was unexpected and Apple and the seller must ensure that these things don’t happen,2619714854,18537
"The phone conks off, don’t think the OS can take load. Been just 2 months and it’s already acting up. Not sure if the problem is with the device or orders from amazon.",2619694590,18537
Display 4/5,2619683480,18537
I always thought to buy iPhone and every time I used to think that what is so special in iPhone but yes after buying iPhone XR I can say that no one can replace this. Starting from battery life to the screen which is standard and can be used one handed. Camera quality is also very good which you can realise after two three clicks only. So for me iPhone XR is a beast at low price among other iPhone models.,2619660233,18537
Camera not that great.,2619617477,18537
ORDER PLACED : 1 October 2019,2619595993,18537
"Pathetic product, everyday reporting new issues and going to hangout every time.",2619567344,18537
"No questions about 🍎 other than its affordability, XR got a price cut and made it affordable. Overall product quality is awesome, only issue is at times its too hitech to understand.",2628776920,18538
Apple ecosystem and almost latest specs for 40k.,2628765549,18538
"I purchased this beauty in big billion sale. Thus I got it at a remarkable price. The battery life is good so far and the speed has been pretty good. I love the overall look, size and design of this model a lot. The camera quality is great but definitely the higher version have a better camera quality experience to provide.",2628750019,18538
"I am iphone lover but always disappointed with battery back up. But after getting this superb phone my love towards iphone become more stronger. Amazing camera screen clarity, good time response, face unlock takes leasser than eye blink.amazing battery back up. Stunning look. Overall no need to purchase dslr camera. Spend money on it and u get phone for the lifetime.",2628731526,18538
While so far all my iPhones before had a small write up about the licensing etc at the back of the phone. This XR does not have any writing.,2628725681,18538
"Phone is excellent...Thanks to Amazon for their service. But the delivery was pathetic, the delivery boy refused to deliver the product. I, myself went to their office to get my phone. Hope that it will not repeat in future.",2628722472,18538
The camera quality in night is awesome..there are lots of features to do edit the pictures and videos. Other than that battery life is around 1.5 days in normal usage and 6-8 hours in heavy games like pubg asphalt videos YouTube play music etc. at the price of 43k it’s a steal....,2628708106,18538
"Received my iPhone within a week after place the order, Had issues with it but thanks to amazon for speedy replacement.",2628676606,18538
"Using the XR for the past 3 months and I’m completely delighted to have this model. Certainly a value for money product in the iPhone flagship category. Battery life is excellent, charging for one time in a day itself will have enough power for the remaining day. Camera quality is comparatively better than the other high end categories iPhones.",2628657053,18538
